word	log10(p)	rank
纪委	   -4.5644	3132
自杀	   -4.5646	3133
气压	   -4.5650	3134
姐姐	   -4.5656	3135
姐妹	   -4.5659	3136
委常	   -4.5662	3137
官至	   -4.5664	3138
书院	   -4.5666	3139
观测	   -4.5667	3140
体制	   -4.5667	3141
石勒	   -4.5667	3142
米自	   -4.5668	3143
限定	   -4.5670	3144
因素	   -4.5670	3145
消防	   -4.5671	3146
摩根	   -4.5674	3147
快乐	   -4.5676	3148
勇士	   -4.5677	3149
线车	   -4.5679	3150
朝廷	   -4.5686	3151
哆啦	   -4.5687	3152
燃料	   -4.5690	3153
归属	   -4.5691	3154
副司	   -4.5694	3155
诊病	   -4.5695	3156
彝族	   -4.5696	3157
投降	   -4.5699	3158
霍夫	   -4.5699	3159
伊丽	   -4.5704	3160
回忆	   -4.5705	3161
定居	   -4.5706	3162
短片	   -4.5707	3163
托夫	   -4.5713	3164
武昌	   -4.5714	3165
次编	   -4.5720	3166
等职	   -4.5720	3167
洋飓	   -4.5720	3168
巴布	   -4.5721	3169
感到	   -4.5721	3170
琳娜	   -4.5726	3171
史稿	   -4.5732	3172
进球	   -4.5732	3173
坚持	   -4.5738	3174
厅长	   -4.5738	3175
兴趣	   -4.5739	3176
尼迪	   -4.5740	3177
消费	   -4.5741	3178
列舰	   -4.5744	3179
雕塑	   -4.5747	3180
场所	   -4.5754	3181
对此	   -4.5757	3182
状况	   -4.5764	3183
务段	   -4.5764	3184
目录	   -4.5768	3185
声称	   -4.5769	3186
资治	   -4.5772	3187
遇到	   -4.5772	3188
月任	   -4.5773	3189
元朗	   -4.5773	3190
形态	   -4.5774	3191
驾驶	   -4.5775	3192
首页	   -4.5775	3193
步枪	   -4.5783	3194
此次	   -4.5788	3195
率领	   -4.5789	3196
共演	   -4.5789	3197
县委	   -4.5792	3198
流量	   -4.5795	3199
交官	   -4.5797	3200
尼泊	   -4.5801	3201
最低	   -4.5801	3202
施泰	   -4.5801	3203
狐兔	   -4.5803	3204
共享	   -4.5806	3205
吉士	   -4.5812	3206
感觉	   -4.5814	3207
酸盐	   -4.5814	3208
常规	   -4.5815	3209
被捕	   -4.5815	3210
李姓	   -4.5817	3211
压力	   -4.5819	3212
米哈	   -4.5820	3213
他也	   -4.5821	3214
汤姆	   -4.5822	3215
水深	   -4.5825	3216
勒苏	   -4.5826	3217
点校	   -4.5832	3218
元首	   -4.5836	3219
提琴	   -4.5836	3220
签证	   -4.5839	3221
防御	   -4.5842	3222
航班	   -4.5845	3223
氏族	   -4.5853	3224
证据	   -4.5855	3225
评级	   -4.5857	3226
六届	   -4.5860	3227
检测	   -4.5863	3228
福田	   -4.5863	3229
功率	   -4.5865	3230
骑兵	   -4.5870	3231
频率	   -4.5870	3232
告诉	   -4.5875	3233
整体	   -4.5875	3234
重复	   -4.5876	3235
河镇	   -4.5879	3236
托尼	   -4.5881	3237
智慧	   -4.5886	3238
可协	   -4.5886	3239
涉嫌	   -4.5887	3240
缓存	   -4.5887	3241
虚构	   -4.5888	3242
抑制	   -4.5889	3243
但他	   -4.5890	3244
五届	   -4.5892	3245
温度	   -4.5894	3246
米勒	   -4.5896	3247
週五	   -4.5897	3248
元帅	   -4.5898	3249
如今	   -4.5900	3250
黑森	   -4.5903	3251
球赛	   -4.5903	3252
阿塞	   -4.5906	3253
半决	   -4.5906	3254
探测	   -4.5907	3255
术语	   -4.5909	3256
收视	   -4.5911	3257
乌兰	   -4.5915	3258
蝴蝶	   -4.5915	3259
续修	   -4.5916	3260
白石	   -4.5916	3261
满族	   -4.5918	3262
佐治	   -4.5920	3263
复制	   -4.5924	3264
府网	   -4.5925	3265
创研	   -4.5929	3266
巫统	   -4.5929	3267
席位	   -4.5930	3268
莲花	   -4.5931	3269
入口	   -4.5935	3270
多米	   -4.5938	3271
神圣	   -4.5939	3272
编写	   -4.5945	3273
依据	   -4.5946	3274
唐代	   -4.5947	3275
延明	   -4.5947	3276
老虎	   -4.5950	3277
任职	   -4.5950	3278
珍珠	   -4.5951	3279
录片	   -4.5956	3280
总书	   -4.5959	3281
金像	   -4.5959	3282
足协	   -4.5960	3283
贵阳	   -4.5961	3284
阿勒	   -4.5962	3285
群众	   -4.5963	3286
次郎	   -4.5969	3287
张朝	   -4.5975	3288
战队	   -4.5978	3289
接收	   -4.5983	3290
草原	   -4.5984	3291
奇幻	   -4.5985	3292
终幻	   -4.5985	3293
育馆	   -4.5985	3294
汉字	   -4.5991	3295
就可	   -4.5992	3296
身体	   -4.5993	3297
鸟类	   -4.5993	3298
何塞	   -4.5995	3299
回合	   -4.5997	3300
朝瑞	   -4.5998	3301
源自	   -4.5999	3302
夏洛	   -4.5999	3303
院议	   -4.6000	3304
色彩	   -4.6003	3305
回答	   -4.6003	3306
意味	   -4.6004	3307
界盃	   -4.6006	3308
代初	   -4.6008	3309
圣殿	   -4.6010	3310
像奖	   -4.6010	3311
更好	   -4.6012	3312
查核	   -4.6013	3313
码头	   -4.6014	3314
周恩	   -4.6015	3315
由此	   -4.6015	3316
收到	   -4.6015	3317
杀死	   -4.6018	3318
口岸	   -4.6021	3319
育俱	   -4.6026	3320
自身	   -4.6028	3321
语拼	   -4.6029	3322
批复	   -4.6030	3323
旗帜	   -4.6034	3324
并未	   -4.6035	3325
阵线	   -4.6035	3326
际铁	   -4.6035	3327
冰川	   -4.6037	3328
指令	   -4.6041	3329
入球	   -4.6041	3330
龚延	   -4.6043	3331
收购	   -4.6044	3332
蒂夫	   -4.6045	3333
塞纳	   -4.6047	3334
金朝	   -4.6049	3335
浪漫	   -4.6050	3336
线性	   -4.6058	3337
寻找	   -4.6062	3338
古族	   -4.6064	3339
客数	   -4.6065	3340
超越	   -4.6066	3341
森堡	   -4.6069	3342
修四	   -4.6070	3343
史记	   -4.6073	3344
诸塞	   -4.6074	3345
手册	   -4.6074	3346
由管	   -4.6075	3347
教士	   -4.6079	3348
速保	   -4.6080	3349
域贡	   -4.6080	3350
圣保	   -4.6082	3351
保证	   -4.6084	3352
计局	   -4.6091	3353
靠近	   -4.6091	3354
给予	   -4.6093	3355
存储	   -4.6097	3356
萨诸	   -4.6099	3357
改进	   -4.6100	3358
牛津	   -4.6100	3359
谢谢	   -4.6102	3360
相反	   -4.6103	3361
障碍	   -4.6103	3362
维也	   -4.6105	3363
鲁士	   -4.6107	3364
桥镇	   -4.6108	3365
这么	   -4.6108	3366
事委	   -4.6109	3367
念碑	   -4.6111	3368
好友	   -4.6112	3369
怀疑	   -4.6117	3370
电信	   -4.6118	3371
城巴	   -4.6118	3372
目已	   -4.6127	3373
雷格	   -4.6130	3374
七届	   -4.6131	3375
治所	   -4.6131	3376
习近	   -4.6135	3377
塔夫	   -4.6136	3378
吉祥	   -4.6137	3379
应当	   -4.6138	3380
白云	   -4.6140	3381
爸爸	   -4.6142	3382
支线	   -4.6143	3383
鲁瓦	   -4.6146	3384
共计	   -4.6146	3385
魔女	   -4.6147	3386
示范	   -4.6150	3387
总经	   -4.6150	3388
期五	   -4.6150	3389
联足	   -4.6155	3390
风季	   -4.6156	3391
武士	   -4.6157	3392
手段	   -4.6158	3393
札幌	   -4.6160	3394
颁奖	   -4.6161	3395
派遣	   -4.6164	3396
忍者	   -4.6165	3397
租借	   -4.6166	3398
阻止	   -4.6167	3399
清除	   -4.6168	3400
牡丹	   -4.6170	3401
九届	   -4.6170	3402
歌唱	   -4.6173	3403
事记	   -4.6175	3404
拜仁	   -4.6179	3405
培养	   -4.6179	3406
雨量	   -4.6180	3407
身亡	   -4.6181	3408
典礼	   -4.6181	3409
廉姆	   -4.6183	3410
华全	   -4.6183	3411
字体	   -4.6184	3412
庶吉	   -4.6185	3413
降雨	   -4.6185	3414
引力	   -4.6187	3415
升任	   -4.6187	3416
最重	   -4.6188	3417
支付	   -4.6188	3418
风险	   -4.6189	3419
杜勒	   -4.6192	3420
解除	   -4.6193	3421
总裁	   -4.6195	3422
格莱	   -4.6198	3423
势力	   -4.6200	3424
这也	   -4.6200	3425
改称	   -4.6201	3426
防止	   -4.6203	3427
九段	   -4.6203	3428
族群	   -4.6212	3429
博览	   -4.6212	3430
游击	   -4.6212	3431
编程	   -4.6214	3432
击剑	   -4.6214	3433
奥多	   -4.6215	3434
洋洲	   -4.6216	3435
直隶	   -4.6216	3436
晚期	   -4.6217	3437
玉环	   -4.6220	3438
欧盟	   -4.6221	3439
种类	   -4.6223	3440
瑞丽	   -4.6224	3441
也纳	   -4.6227	3442
沿岸	   -4.6227	3443
辅助	   -4.6227	3444
京师	   -4.6228	3445
指引	   -4.6228	3446
彩虹	   -4.6228	3447
水晶	   -4.6231	3448
术馆	   -4.6231	3449
益格	   -4.6231	3450
突然	   -4.6236	3451
苏益	   -4.6236	3452
颗恒	   -4.6240	3453
编纂	   -4.6241	3454
花样	   -4.6242	3455
逐舰	   -4.6245	3456
配置	   -4.6248	3457
要角	   -4.6249	3458
适合	   -4.6251	3459
收集	   -4.6252	3460
影业	   -4.6253	3461
当局	   -4.6254	3462
头衔	   -4.6257	3463
批判	   -4.6261	3464
届奥	   -4.6267	3465
清楚	   -4.6269	3466
乙级	   -4.6276	3467
传记	   -4.6281	3468
密歇	   -4.6282	3469
矛盾	   -4.6283	3470
定律	   -4.6283	3471
实录	   -4.6284	3472
无效	   -4.6288	3473
歇根	   -4.6289	3474
计入	   -4.6290	3475
青少	   -4.6291	3476
仅仅	   -4.6294	3477
当然	   -4.6295	3478
认证	   -4.6296	3479
弘治	   -4.6297	3480
到条	   -4.6298	3481
这颗	   -4.6300	3482
此前	   -4.6302	3483
优势	   -4.6305	3484
首任	   -4.6306	3485
预计	   -4.6309	3486
也称	   -4.6312	3487
辐射	   -4.6312	3488
念馆	   -4.6313	3489
旧金	   -4.6313	3490
然保	   -4.6316	3491
沙漠	   -4.6316	3492
装饰	   -4.6324	3493
月份	   -4.6329	3494
式产	   -4.6329	3495
蚌埠	   -4.6329	3496
界遗	   -4.6330	3497
农历	   -4.6338	3498
埃塞	   -4.6339	3499
原唱	   -4.6340	3500
全线	   -4.6342	3501
沃夫	   -4.6342	3502
金华	   -4.6342	3503
编制	   -4.6344	3504
提示	   -4.6347	3505
记忆	   -4.6348	3506
剑桥	   -4.6350	3507
江湖	   -4.6351	3508
遗传	   -4.6351	3509
黄色	   -4.6361	3510
排版	   -4.6362	3511
苏木	   -4.6365	3512
首批	   -4.6366	3513
白磷	   -4.6370	3514
塞拜	   -4.6374	3515
硬币	   -4.6376	3516
巴嫩	   -4.6379	3517
元音	   -4.6381	3518
释放	   -4.6383	3519
司徒	   -4.6384	3520
徒刑	   -4.6386	3521
硫酸	   -4.6393	3522
耶律	   -4.6395	3523
气推	   -4.6398	3524
黎巴	   -4.6398	3525
布洛	   -4.6399	3526
电报	   -4.6401	3527
铁车	   -4.6401	3528
先锋	   -4.6402	3529
要性	   -4.6405	3530
歌剧	   -4.6407	3531
杜鹃	   -4.6407	3532
交界	   -4.6410	3533
拜疆	   -4.6410	3534
布什	   -4.6413	3535
进实	   -4.6413	3536
宾夕	   -4.6416	3537
汉堡	   -4.6417	3538
瀑布	   -4.6417	3539
局局	   -4.6418	3540
即可	   -4.6418	3541
式开	   -4.6419	3542
蒸汽	   -4.6421	3543
变得	   -4.6426	3544
所辖	   -4.6427	3545
钢铁	   -4.6427	3546
卡纳	   -4.6428	3547
无论	   -4.6433	3548
认识	   -4.6439	3549
叫做	   -4.6443	3550
都可	   -4.6443	3551
颁发	   -4.6444	3552
金刚	   -4.6450	3553
翰逊	   -4.6454	3554
你们	   -4.6455	3555
穿越	   -4.6459	3556
已撤	   -4.6464	3557
讲述	   -4.6471	3558
士坦	   -4.6472	3559
呼吸	   -4.6473	3560
密码	   -4.6475	3561
字节	   -4.6476	3562
常被	   -4.6477	3563
截止	   -4.6480	3564
老师	   -4.6481	3565
观音	   -4.6483	3566
概述	   -4.6483	3567
汉朝	   -4.6485	3568
慈善	   -4.6485	3569
纪律	   -4.6485	3570
卡最	   -4.6486	3571
打击	   -4.6487	3572
交叉	   -4.6488	3573
打破	   -4.6488	3574
男歌	   -4.6488	3575
足够	   -4.6491	3576
开封	   -4.6492	3577
几何	   -4.6497	3578
字色	   -4.6497	3579
总计	   -4.6498	3580
困难	   -4.6499	3581
事馆	   -4.6500	3582
型客	   -4.6500	3583
单元	   -4.6500	3584
登堡	   -4.6500	3585
选填	   -4.6501	3586
杀害	   -4.6501	3587
慕容	   -4.6502	3588
完毕	   -4.6502	3589
总决	   -4.6507	3590
集数	   -4.6509	3591
鲁能	   -4.6514	3592
李宗	   -4.6517	3593
任总	   -4.6518	3594
白质	   -4.6518	3595
维莱	   -4.6518	3596
勒姆	   -4.6519	3597
卡普	   -4.6520	3598
石川	   -4.6520	3599
危险	   -4.6521	3600
全称	   -4.6523	3601
性格	   -4.6523	3602
栖息	   -4.6524	3603
命委	   -4.6525	3604
习惯	   -4.6528	3605
原型	   -4.6531	3606
亮相	   -4.6533	3607
强调	   -4.6538	3608
深夜	   -4.6541	3609
融合	   -4.6544	3610
职工	   -4.6544	3611
财产	   -4.6545	3612
炮兵	   -4.6546	3613
值得	   -4.6547	3614
吸收	   -4.6547	3615
银牌	   -4.6547	3616
府官	   -4.6548	3617
语系	   -4.6549	3618
就读	   -4.6550	3619
卫队	   -4.6555	3620
真相	   -4.6556	3621
摩洛	   -4.6556	3622
副使	   -4.6557	3623
古老	   -4.6559	3624
简历	   -4.6561	3625
龙属	   -4.6562	3626
推广	   -4.6564	3627
九江	   -4.6564	3628
往往	   -4.6566	3629
四字	   -4.6569	3630
撒冷	   -4.6569	3631
君士	   -4.6572	3632
全体	   -4.6575	3633
庆祝	   -4.6577	3634
增强	   -4.6581	3635
原条	   -4.6581	3636
米处	   -4.6583	3637
艾伦	   -4.6585	3638
相邻	   -4.6588	3639
供应	   -4.6591	3640
我想	   -4.6595	3641
画像	   -4.6603	3642
镜头	   -4.6612	3643
聚居	   -4.6628	3644
业联	   -4.6638	3645
想要	   -4.6639	3646
河谷	   -4.6640	3647
老挝	   -4.6642	3648
兴隆	   -4.6642	3649
首映	   -4.6644	3650
直辖	   -4.6647	3651
抵抗	   -4.6649	3652
边缘	   -4.6649	3653
秋元	   -4.6649	3654
七批	   -4.6649	3655
颗围	   -4.6650	3656
晶体	   -4.6658	3657
吉姆	   -4.6658	3658
丁堡	   -4.6660	3659
前期	   -4.6665	3660
编组	   -4.6665	3661
提删	   -4.6670	3662
种植	   -4.6673	3663
指控	   -4.6675	3664
格洛	   -4.6676	3665
前进	   -4.6677	3666
川崎	   -4.6683	3667
开赛	   -4.6685	3668
汉姆	   -4.6686	3669
录音	   -4.6687	3670
景点	   -4.6690	3671
援助	   -4.6690	3672
吉米	   -4.6695	3673
全权	   -4.6695	3674
卢卡	   -4.6699	3675
晋升	   -4.6699	3676
索瓦	   -4.6699	3677
对抗	   -4.6701	3678
风云	   -4.6711	3679
书局	   -4.6716	3680
回归	   -4.6720	3681
采访	   -4.6722	3682
实体	   -4.6723	3683
莉莎	   -4.6724	3684
衡阳	   -4.6724	3685
正室	   -4.6724	3686
巡查	   -4.6726	3687
您使	   -4.6731	3688
保卫	   -4.6734	3689
抗战	   -4.6740	3690
朗普	   -4.6743	3691
协定	   -4.6744	3692
温泉	   -4.6746	3693
卡金	   -4.6746	3694
园社	   -4.6747	3695
类群	   -4.6748	3696
开设	   -4.6750	3697
巡回	   -4.6751	3698
珊瑚	   -4.6754	3699
删贡	   -4.6756	3700
计师	   -4.6766	3701
察使	   -4.6776	3702
博客	   -4.6778	3703
使司	   -4.6779	3704
初级	   -4.6781	3705
邯郸	   -4.6781	3706
色情	   -4.6783	3707
英社	   -4.6793	3708
我也	   -4.6793	3709
单独	   -4.6794	3710
半影	   -4.6795	3711
认定	   -4.6798	3712
卢森	   -4.6800	3713
条相	   -4.6800	3714
究室	   -4.6801	3715
但这	   -4.6810	3716
服装	   -4.6810	3717
矩阵	   -4.6810	3718
尝试	   -4.6812	3719
列颠	   -4.6815	3720
洛哥	   -4.6817	3721
清河	   -4.6818	3722
央研	   -4.6820	3723
影像	   -4.6821	3724
序只	   -4.6822	3725
信榜	   -4.6825	3726
勇者	   -4.6827	3727
良好	   -4.6829	3728
配前	   -4.6834	3729
刊少	   -4.6835	3730
铁颜	   -4.6840	3731
腾堡	   -4.6844	3732
总领	   -4.6845	3733
专攻	   -4.6848	3734
京畿	   -4.6848	3735
售票	   -4.6849	3736
象棋	   -4.6851	3737
限责	   -4.6853	3738
但由	   -4.6856	3739
雷诺	   -4.6861	3740
除版	   -4.6862	3741
游景	   -4.6864	3742
很少	   -4.6868	3743
容量	   -4.6869	3744
白俄	   -4.6869	3745
剧集	   -4.6869	3746
还原	   -4.6870	3747
蒂娜	   -4.6870	3748
户查	   -4.6870	3749
低气	   -4.6873	3750
岩石	   -4.6883	3751
冠肺	   -4.6887	3752
章节	   -4.6890	3753
门户	   -4.6893	3754
肯定	   -4.6895	3755
两侧	   -4.6898	3756
诗歌	   -4.6898	3757
奴隶	   -4.6898	3758
等待	   -4.6898	3759
撞击	   -4.6902	3760
佐佐	   -4.6903	3761
气体	   -4.6904	3762
现存	   -4.6906	3763
防空	   -4.6908	3764
被判	   -4.6909	3765
曹操	   -4.6910	3766
语音	   -4.6911	3767
野战	   -4.6911	3768
棋手	   -4.6913	3769
每周	   -4.6914	3770
界排	   -4.6918	3771
宰相	   -4.6924	3772
英超	   -4.6924	3773
至週	   -4.6928	3774
哈姆	   -4.6928	3775
仁川	   -4.6931	3776
灾难	   -4.6933	3777
薹草	   -4.6935	3778
营业	   -4.6939	3779
洲足	   -4.6940	3780
纵队	   -4.6941	3781
即将	   -4.6945	3782
停播	   -4.6948	3783
垃圾	   -4.6949	3784
很好	   -4.6961	3785
钢琴	   -4.6963	3786
对这	   -4.6964	3787
传输	   -4.6965	3788
滑雪	   -4.6967	3789
提议	   -4.6967	3790
阵容	   -4.6968	3791
双打	   -4.6969	3792
洲冠	   -4.6971	3793
党派	   -4.6981	3794
签订	   -4.6981	3795
济网	   -4.6982	3796
强制	   -4.6982	3797
追溯	   -4.6984	3798
模块	   -4.6986	3799
普顿	   -4.6990	3800
辞职	   -4.6991	3801
籍贯	   -4.6991	3802
受欢	   -4.6992	3803
兰足	   -4.6994	3804
铁铁	   -4.6996	3805
蝙蝠	   -4.6998	3806
环线	   -4.7004	3807
起初	   -4.7006	3808
耳曼	   -4.7007	3809
查阅	   -4.7013	3810
辛普	   -4.7015	3811
达师	   -4.7015	3812
百姓	   -4.7016	3813
快取	   -4.7021	3814
咨询	   -4.7021	3815
原案	   -4.7024	3816
变量	   -4.7024	3817
效率	   -4.7025	3818
女友	   -4.7026	3819
谋杀	   -4.7027	3820
该党	   -4.7027	3821
业集	   -4.7028	3822
肖像	   -4.7028	3823
持者	   -4.7031	3824
神父	   -4.7034	3825
起讫	   -4.7035	3826
压缩	   -4.7037	3827
谈判	   -4.7039	3828
围观	   -4.7040	3829
水量	   -4.7043	3830
读书	   -4.7045	3831
实践	   -4.7048	3832
党校	   -4.7050	3833
沙河	   -4.7054	3834
旅遊	   -4.7056	3835
池田	   -4.7060	3836
旺角	   -4.7061	3837
坐落	   -4.7062	3838
被封	   -4.7063	3839
免疫	   -4.7066	3840
精英	   -4.7070	3841
佛寺	   -4.7070	3842
章获	   -4.7074	3843
直升	   -4.7076	3844
埃米	   -4.7076	3845
确实	   -4.7077	3846
竞赛	   -4.7078	3847
千瓦	   -4.7083	3848
石窟	   -4.7087	3849
筑师	   -4.7087	3850
集英	   -4.7091	3851
变更	   -4.7093	3852
心阁	   -4.7096	3853
型号	   -4.7101	3854
姆士	   -4.7105	3855
收费	   -4.7106	3856
太保	   -4.7107	3857
登记	   -4.7108	3858
菌属	   -4.7111	3859
性别	   -4.7113	3860
总体	   -4.7116	3861
交汇	   -4.7118	3862
已知	   -4.7120	3863
央纪	   -4.7120	3864
週六	   -4.7121	3865
但实	   -4.7122	3866
首段	   -4.7125	3867
周末	   -4.7127	3868
构造	   -4.7129	3869
标识	   -4.7132	3870
运载	   -4.7139	3871
遭遇	   -4.7140	3872
提醒	   -4.7140	3873
隔离	   -4.7141	3874
昆虫	   -4.7146	3875
反映	   -4.7149	3876
圣彼	   -4.7150	3877
候补	   -4.7154	3878
朗索	   -4.7155	3879
也因	   -4.7156	3880
议席	   -4.7158	3881
被选	   -4.7164	3882
互相	   -4.7165	3883
纪初	   -4.7167	3884
承担	   -4.7168	3885
被杀	   -4.7172	3886
督管	   -4.7173	3887
粮食	   -4.7176	3888
氨酸	   -4.7176	3889
策略	   -4.7176	3890
战胜	   -4.7180	3891
开幕	   -4.7185	3892
弗莱	   -4.7188	3893
得知	   -4.7188	3894
影展	   -4.7190	3895
绘画	   -4.7191	3896
总监	   -4.7193	3897
筑群	   -4.7195	3898
设定	   -4.7198	3899
排列	   -4.7201	3900
监管	   -4.7203	3901
施塔	   -4.7205	3902
术研	   -4.7207	3903
永乐	   -4.7209	3904
这座	   -4.7210	3905
雷恩	   -4.7211	3906
单打	   -4.7212	3907
汕头	   -4.7213	3908
竞选	   -4.7217	3909
未晋	   -4.7218	3910
完善	   -4.7220	3911
宿舍	   -4.7220	3912
称呼	   -4.7221	3913
秘鲁	   -4.7222	3914
定性	   -4.7225	3915
唐纳	   -4.7226	3916
示例	   -4.7226	3917
辛亥	   -4.7226	3918
拓跋	   -4.7231	3919
疫苗	   -4.7236	3920
古希	   -4.7238	3921
预备	   -4.7240	3922
片描	   -4.7240	3923
土木	   -4.7240	3924
副局	   -4.7240	3925
寒吉	   -4.7244	3926
姑娘	   -4.7248	3927
曼帝	   -4.7250	3928
女士	   -4.7250	3929
对称	   -4.7251	3930
但因	   -4.7256	3931
眼睛	   -4.7260	3932
群体	   -4.7260	3933
兰语	   -4.7261	3934
登场	   -4.7262	3935
果你	   -4.7266	3936
都御	   -4.7266	3937
条例	   -4.7268	3938
革委	   -4.7268	3939
校校	   -4.7278	3940
字消	   -4.7283	3941
复旦	   -4.7284	3942
总队	   -4.7286	3943
永远	   -4.7287	3944
都没	   -4.7292	3945
元康	   -4.7292	3946
此处	   -4.7293	3947
响力	   -4.7295	3948
螺旋	   -4.7297	3949
曾被	   -4.7298	3950
男爵	   -4.7298	3951
艾米	   -4.7302	3952
框架	   -4.7302	3953
讯网	   -4.7302	3954
短篇	   -4.7307	3955
质疑	   -4.7309	3956
运转	   -4.7309	3957
武警	   -4.7323	3958
准确	   -4.7325	3959
顺序	   -4.7333	3960
取景	   -4.7333	3961
请管	   -4.7335	3962
伊恩	   -4.7337	3963
求删	   -4.7337	3964
资讯	   -4.7337	3965
计数	   -4.7340	3966
俄语	   -4.7341	3967
佐木	   -4.7347	3968
提案	   -4.7349	3969
际足	   -4.7351	3970
临床	   -4.7352	3971
李氏	   -4.7352	3972
埼玉	   -4.7358	3973
隶书	   -4.7360	3974
无关	   -4.7360	3975
担当	   -4.7363	3976
预算	   -4.7364	3977
游客	   -4.7367	3978
呼叫	   -4.7369	3979
导师	   -4.7372	3980
督徒	   -4.7375	3981
查委	   -4.7378	3982
际情	   -4.7378	3983
管制	   -4.7380	3984
吸血	   -4.7383	3985
皮肤	   -4.7385	3986
正义	   -4.7390	3987
伊莉	   -4.7390	3988
鲁吉	   -4.7391	3989
阳光	   -4.7391	3990
但也	   -4.7393	3991
统选	   -4.7395	3992
溶液	   -4.7395	3993
佳影	   -4.7397	3994
评估	   -4.7398	3995
劳伦	   -4.7402	3996
除投	   -4.7404	3997
哈迪	   -4.7407	3998
秋季	   -4.7415	3999
放射	   -4.7417	4000
青铜	   -4.7417	4001
佩雷	   -4.7417	4002
业园	   -4.7417	4003
春季	   -4.7418	4004
关联	   -4.7419	4005
刚果	   -4.7419	4006
摩泽	   -4.7421	4007
邻近	   -4.7426	4008
撰写	   -4.7431	4009
两岸	   -4.7435	4010
卷六	   -4.7442	4011
样滑	   -4.7444	4012
混凝	   -4.7447	4013
相连	   -4.7460	4014
图形	   -4.7462	4015
杯足	   -4.7462	4016
属性	   -4.7465	4017
幼儿	   -4.7466	4018
旗籍	   -4.7468	4019
雕像	   -4.7470	4020
歌舞	   -4.7472	4021
味着	   -4.7474	4022
流亡	   -4.7476	4023
凝土	   -4.7476	4024
而已	   -4.7477	4025
龙门	   -4.7479	4026
深入	   -4.7481	4027
夺得	   -4.7482	4028
常常	   -4.7482	4029
贫困	   -4.7483	4030
住房	   -4.7484	4031
洪水	   -4.7486	4032
带领	   -4.7486	4033
若干	   -4.7493	4034
判处	   -4.7493	4035
奈良	   -4.7493	4036
嘉宾	   -4.7496	4037
仁慕	   -4.7497	4038
户页	   -4.7497	4039
祖籍	   -4.7498	4040
兰登	   -4.7498	4041
喇嘛	   -4.7500	4042
否则	   -4.7504	4043
艾哈	   -4.7510	4044
图描	   -4.7511	4045
战场	   -4.7512	4046
导航	   -4.7521	4047
努埃	   -4.7521	4048
判断	   -4.7523	4049
雷蒙	   -4.7524	4050
纺织	   -4.7529	4051
夏回	   -4.7531	4052
这场	   -4.7536	4053
康乃	   -4.7536	4054
