word	log10(p)	rank	dependance	use fraction	other use fraction
word	log10(p)	rank	dependance	use fraction	other use fraction
只	   -3.3459
只有	   -3.8338	593	   84.0843	    0.2530	    0.0295
只是	   -4.1047	1230	   39.9879	    0.1356	    0.0140
只能	   -4.3172	1995	   90.8177	    0.0831	    0.0319
只要	   -4.5235	2946	   45.1691	    0.0517	    0.0158
序只	   -4.6822	3725	  188.1480	    0.0359	    0.0660
船只	   -4.8050	4281	  152.9023	    0.0270	    0.0536
只需	   -4.9174	4827	  104.9428	    0.0209	    0.0368
舰只	   -4.9563	5006	   99.5193	    0.0191	    0.0349
只剩	   -5.1302	5741	  823.6679	    0.0128	    0.2890
只好	   -5.1605	5866	   30.5247	    0.0119	    0.0107
只限	   -5.1786	5930	   32.0859	    0.0114	    0.0113

word	log10(p)	rank	dependance	use fraction	other use fraction
头	   -3.3460
头村	   -4.2895	1894	   30.4064	    0.0886	    0.0107
码头	   -4.6014	3314	  196.5166	    0.0432	    0.0689
头衔	   -4.6257	3463	  764.8085	    0.0409	    0.2683
镜头	   -4.6612	3643	  528.1686	    0.0377	    0.1853
汕头	   -4.7213	3908	 1346.7374	    0.0328	    0.4724
石头	   -4.8134	4319	   35.4894	    0.0265	    0.0124
包头	   -4.8364	4447	   49.7874	    0.0252	    0.0175
桥头	   -5.0305	5296	   43.1885	    0.0161	    0.0151
乌头	   -5.1928	5981	   31.5339	    0.0111	    0.0111

word	log10(p)	rank	dependance	use fraction	other use fraction
堡	   -3.3471
斯堡	   -4.0911	1196	   31.7958	    0.1403	    0.0111
城堡	   -4.2690	1798	   63.5983	    0.0931	    0.0223
伦堡	   -4.5294	2972	  128.5828	    0.0511	    0.0450
森堡	   -4.6069	3342	   76.2089	    0.0428	    0.0267
汉堡	   -4.6417	3538	   70.0681	    0.0395	    0.0245
登堡	   -4.6500	3585	  107.0862	    0.0387	    0.0375
丁堡	   -4.6660	3659	   99.8207	    0.0373	    0.0349
腾堡	   -4.6844	3732	  459.8074	    0.0358	    0.1609
得堡	   -4.7632	4104	   30.3219	    0.0298	    0.0106
茨堡	   -4.8970	4742	  109.2859	    0.0219	    0.0382
堡垒	   -5.0146	5228	 1082.8888	    0.0167	    0.3789
坦堡	   -5.0893	5584	   45.7400	    0.0141	    0.0160
兹堡	   -5.1784	5929	   65.8883	    0.0115	    0.0231

word	log10(p)	rank	dependance	use fraction	other use fraction
云	   -3.3471
云南	   -3.7553	463	  119.5618	    0.3040	    0.0418
白云	   -4.6140	3381	   57.7539	    0.0421	    0.0202
风云	   -4.6711	3679	   77.8779	    0.0369	    0.0272
连云	   -4.8749	4640	   72.6610	    0.0231	    0.0254
陈云	   -5.1772	5920	   29.0399	    0.0115	    0.0102

word	log10(p)	rank	dependance	use fraction	other use fraction
爱	   -3.3477
爱尔	   -4.2447	1710	   29.5168	    0.0986	    0.0103
爱德	   -4.2776	1837	   35.6729	    0.0914	    0.0125
爱情	   -4.4569	2611	  125.5910	    0.0605	    0.0439
爱好	   -4.8044	4278	   69.5773	    0.0272	    0.0243
爱沙	   -4.8317	4424	   45.4473	    0.0255	    0.0159
恋爱	   -4.9020	4764	  494.3034	    0.0217	    0.1727
喜爱	   -4.9156	4818	  125.0834	    0.0210	    0.0437
爱奇	   -4.9636	5028	   37.9187	    0.0188	    0.0132
爱丁	   -5.0000	5159	   46.3250	    0.0173	    0.0162
爱丽	   -5.0861	5566	   56.5785	    0.0142	    0.0198
爱你	   -5.1035	5646	   50.5909	    0.0137	    0.0177
爱孟	   -5.1168	5696	  110.9644	    0.0132	    0.0388
亲爱	   -5.1914	5979	   55.0342	    0.0112	    0.0192
热爱	   -5.2257	6115	   40.3223	    0.0103	    0.0141

word	log10(p)	rank	dependance	use fraction	other use fraction
兵	   -3.3484
步兵	   -4.2930	1910	  421.8175	    0.0884	    0.1471
士兵	   -4.3172	1996	   81.4432	    0.0836	    0.0284
兵团	   -4.3473	2135	  136.1888	    0.0780	    0.0475
骑兵	   -4.5870	3231	  635.5377	    0.0449	    0.2217
炮兵	   -4.6546	3613	  354.7319	    0.0384	    0.1237
设兵	   -4.7852	4204	   39.6877	    0.0285	    0.0138
奇兵	   -4.9198	4840	   42.0144	    0.0209	    0.0147
兵师	   -5.0756	5505	   31.5676	    0.0146	    0.0110
兵营	   -5.0940	5605	   45.7456	    0.0140	    0.0160
卫兵	   -5.1567	5847	   30.6228	    0.0121	    0.0107
阅兵	   -5.1646	5879	   77.0888	    0.0119	    0.0269
率兵	   -5.2364	6148	   39.1002	    0.0101	    0.0136

word	log10(p)	rank	dependance	use fraction	other use fraction
何	   -3.3490
任何	   -3.8974	716	  171.2585	    0.2201	    0.0597
如何	   -4.1640	1432	  158.2063	    0.1191	    0.0551
何塞	   -4.5995	3299	   86.7709	    0.0437	    0.0302
几何	   -4.6497	3578	  267.0224	    0.0389	    0.0930
何虎	   -5.1079	5660	   97.0618	    0.0136	    0.0338

word	log10(p)	rank	dependance	use fraction	other use fraction
没	   -3.3493
没有	   -3.3533	122	  256.2215	    0.7709	    0.0892
并没	   -4.4332	2503	   48.1091	    0.0641	    0.0167
也没	   -4.5369	2998	   58.9481	    0.0505	    0.0205
都没	   -4.7292	3945	   35.6776	    0.0324	    0.0124
还没	   -4.8057	4284	   72.8703	    0.0272	    0.0254
但没	   -4.9754	5070	   30.8398	    0.0184	    0.0107
就没	   -5.0564	5413	   30.6593	    0.0153	    0.0107
沉没	   -5.1171	5697	  252.8613	    0.0133	    0.0880
没收	   -5.1492	5823	   42.6915	    0.0123	    0.0149
乎没	   -5.1722	5902	  165.4572	    0.0117	    0.0576
没什	   -5.2377	6159	   34.2337	    0.0101	    0.0119

word	log10(p)	rank	dependance	use fraction	other use fraction
办	   -3.3517
办公	   -3.8273	580	   74.9036	    0.2603	    0.0259
办事	   -4.1154	1255	  105.3018	    0.1341	    0.0365
举办	   -4.1539	1403	  389.0322	    0.1227	    0.1347
道办	   -4.3680	2239	   39.0217	    0.0749	    0.0135
创办	   -4.4051	2398	  202.0338	    0.0688	    0.0699
办理	   -4.4397	2528	   36.7795	    0.0635	    0.0127
停办	   -4.7628	4103	  162.7587	    0.0302	    0.0563

word	log10(p)	rank	dependance	use fraction	other use fraction
录	   -3.3521
记录	   -3.9915	955	  170.6559	    0.1785	    0.0590
纪录	   -4.1306	1311	  230.4451	    0.1296	    0.0797
登录	   -4.2396	1692	  278.7059	    0.1008	    0.0964
收录	   -4.4473	2565	  216.3019	    0.0625	    0.0748
录选	   -4.4817	2733	  106.0194	    0.0577	    0.0367
举录	   -4.4824	2736	  182.7382	    0.0576	    0.0632
目录	   -4.5768	3185	   35.1933	    0.0464	    0.0122
录片	   -4.5956	3280	   63.5931	    0.0444	    0.0220
实录	   -4.6284	3472	   75.3677	    0.0412	    0.0261
录音	   -4.6687	3670	   49.3581	    0.0375	    0.0171
录制	   -4.8250	4386	   29.1284	    0.0262	    0.0101
忆录	   -5.0159	5235	  420.5008	    0.0169	    0.1454
录像	   -5.0450	5368	   43.9975	    0.0158	    0.0152
录取	   -5.1140	5683	   37.2429	    0.0135	    0.0129
转录	   -5.2103	6049	   38.0008	    0.0108	    0.0131

word	log10(p)	rank	dependance	use fraction	other use fraction
案	   -3.3533
方案	   -4.1362	1327	   71.1918	    0.1283	    0.0246
案件	   -4.2844	1867	  159.6253	    0.0912	    0.0551
档案	   -4.3009	1939	  388.7407	    0.0878	    0.1341
法案	   -4.3697	2243	   38.2993	    0.0749	    0.0132
原案	   -4.7024	3816	   29.5285	    0.0348	    0.0102
提案	   -4.7349	3969	   41.6667	    0.0323	    0.0144
草案	   -4.7583	4071	   94.7065	    0.0306	    0.0327
正案	   -4.7615	4097	   31.7683	    0.0304	    0.0110
图案	   -4.7697	4134	   31.6889	    0.0298	    0.0109
案例	   -4.8431	4475	   71.5506	    0.0252	    0.0247
案馆	   -4.8504	4513	   61.8997	    0.0248	    0.0214
罪案	   -4.9318	4888	  149.5670	    0.0205	    0.0516
杀案	   -5.0361	5325	   90.6439	    0.0162	    0.0313
答案	   -5.1158	5690	  232.2616	    0.0134	    0.0801
惨案	   -5.1426	5787	  838.6535	    0.0126	    0.2893
炸案	   -5.1513	5830	  170.1481	    0.0124	    0.0587

word	log10(p)	rank	dependance	use fraction	other use fraction
室	   -3.3559
公室	   -4.0746	1152	   42.7938	    0.1487	    0.0147
验室	   -4.1591	1415	  693.4863	    0.1224	    0.2378
作室	   -4.4012	2381	   36.1080	    0.0701	    0.0124
宗室	   -4.5015	2844	  105.2820	    0.0556	    0.0361
正室	   -4.6724	3686	   39.2353	    0.0375	    0.0135
究室	   -4.6801	3715	   46.3808	    0.0369	    0.0159
皇室	   -4.7600	4083	   85.7735	    0.0307	    0.0294
室町	   -5.2048	6031	   54.7812	    0.0110	    0.0188

word	log10(p)	rank	dependance	use fraction	other use fraction
带	   -3.3568
热带	   -3.9401	822	  794.7799	    0.2031	    0.2720
星带	   -4.2110	1582	   43.6000	    0.1088	    0.0149
带天	   -4.4370	2516	   36.4025	    0.0647	    0.0125
带风	   -4.4381	2521	  136.1693	    0.0645	    0.0466
带气	   -4.5080	2875	  164.9735	    0.0549	    0.0565
带领	   -4.7486	4033	   76.7899	    0.0316	    0.0263
温带	   -4.8368	4450	  122.3109	    0.0258	    0.0419
携带	   -4.8727	4629	 1247.9461	    0.0237	    0.4270
带低	   -4.8871	4692	  145.1288	    0.0229	    0.0497
带着	   -4.8887	4696	   99.1200	    0.0229	    0.0339
声带	   -5.1951	5989	   55.6452	    0.0113	    0.0190

word	log10(p)	rank	dependance	use fraction	other use fraction
老	   -3.3581
老虎	   -4.5950	3277	  322.8383	    0.0451	    0.1101
老师	   -4.6481	3565	   86.3876	    0.0399	    0.0295
古老	   -4.6559	3624	   43.1109	    0.0392	    0.0147
老挝	   -4.6642	3648	 2908.3676	    0.0385	    0.9921
老婆	   -4.9571	5008	  422.2244	    0.0196	    0.1440
老鼠	   -4.9597	5017	  326.5380	    0.0195	    0.1114
老街	   -4.9685	5048	   29.6284	    0.0191	    0.0101
律老	   -5.1469	5812	   50.3530	    0.0127	    0.0172
养老	   -5.2281	6124	  120.0801	    0.0105	    0.0410
老鹰	   -5.2482	6206	  232.3680	    0.0100	    0.0793

word	log10(p)	rank	dependance	use fraction	other use fraction
创	   -3.3588
创建	   -3.8276	581	  138.1692	    0.2644	    0.0471
创作	   -4.1237	1289	   68.8729	    0.1337	    0.0235
原创	   -4.2612	1768	   82.6113	    0.0974	    0.0281
创办	   -4.4051	2398	  202.0338	    0.0699	    0.0688
创造	   -4.4196	2450	  180.3494	    0.0676	    0.0614
创立	   -4.4739	2691	   38.0511	    0.0597	    0.0130
创始	   -4.4932	2793	  143.8262	    0.0571	    0.0490
创研	   -4.5929	3266	   53.2834	    0.0454	    0.0181
创意	   -4.9572	5010	   36.5371	    0.0196	    0.0124
创刊	   -5.0601	5430	   80.9945	    0.0155	    0.0276

word	log10(p)	rank	dependance	use fraction	other use fraction
红	   -3.3593
红色	   -4.2980	1927	  107.1815	    0.0896	    0.0365
红军	   -4.4554	2606	   38.9888	    0.0624	    0.0133
红旗	   -4.5057	2862	  255.6447	    0.0555	    0.0870
红楼	   -4.8599	4563	  101.9564	    0.0246	    0.0347
农红	   -4.9759	5071	   64.9551	    0.0188	    0.0221
红卫	   -5.1053	5654	   35.3405	    0.0140	    0.0120
红牛	   -5.2028	6019	   56.9441	    0.0112	    0.0194
粉红	   -5.2209	6094	  171.5038	    0.0107	    0.0583

word	log10(p)	rank	dependance	use fraction	other use fraction
卷	   -3.3594
卷五	   -4.2806	1850	  109.5933	    0.0933	    0.0373
卷二	   -4.3268	2034	   51.2797	    0.0839	    0.0174
卷三	   -4.4409	2536	   37.0551	    0.0645	    0.0126
卷十	   -4.4889	2771	   39.0629	    0.0577	    0.0133
卷四	   -4.5070	2871	   49.7618	    0.0554	    0.0169
卷六	   -4.7442	4011	   54.9167	    0.0321	    0.0187
卷七	   -4.7827	4191	   65.9801	    0.0294	    0.0224
卷八	   -4.8428	4473	   49.3396	    0.0256	    0.0168
春卷	   -4.8670	4596	   63.5558	    0.0242	    0.0216
卷九	   -4.8840	4679	   51.1358	    0.0232	    0.0174
卷柯	   -4.8875	4694	  185.5808	    0.0231	    0.0631

word	log10(p)	rank	dependance	use fraction	other use fraction
复	   -3.3597
恢复	   -4.0980	1214	 2745.3056	    0.1422	    0.9331
复兴	   -4.3768	2268	  226.8307	    0.0748	    0.0771
修复	   -4.3812	2285	  163.5063	    0.0740	    0.0556
复杂	   -4.4471	2564	 1077.0637	    0.0636	    0.3661
重复	   -4.5876	3235	   49.8487	    0.0460	    0.0169
复制	   -4.5924	3264	   50.6359	    0.0455	    0.0172
批复	   -4.6030	3323	  175.6573	    0.0444	    0.0597
复旦	   -4.7284	3942	  646.8197	    0.0333	    0.2198
复活	   -4.8452	4486	   65.1963	    0.0254	    0.0222
回复	   -4.8463	4493	   51.3352	    0.0254	    0.0174
艺复	   -4.9385	4915	   73.7671	    0.0205	    0.0251
反复	   -4.9522	4986	   43.8245	    0.0199	    0.0149
复仇	   -5.0123	5211	  728.1448	    0.0173	    0.2475
收复	   -5.0822	5540	   51.0257	    0.0147	    0.0173

word	log10(p)	rank	dependance	use fraction	other use fraction
告	   -3.3642
报告	   -3.7392	439	  462.2225	    0.3281	    0.1555
广告	   -4.1498	1384	  150.8386	    0.1275	    0.0507
警告	   -4.3372	2079	  343.4041	    0.0828	    0.1155
告示	   -4.4962	2812	  193.4818	    0.0574	    0.0651
告诉	   -4.5875	3233	  751.7772	    0.0465	    0.2529
告完	   -4.7597	4077	   78.6225	    0.0313	    0.0264
宣告	   -4.8282	4405	   83.7339	    0.0267	    0.0282
告知	   -4.9385	4917	   41.8133	    0.0207	    0.0141
告宣	   -4.9924	5132	   57.3703	    0.0183	    0.0193
告牌	   -5.0220	5267	   58.7140	    0.0171	    0.0197
预告	   -5.1142	5684	  102.9715	    0.0138	    0.0346

word	log10(p)	rank	dependance	use fraction	other use fraction
丹	   -3.3649
丹尼	   -4.1404	1344	   91.5398	    0.1305	    0.0307
丹麦	   -4.2888	1887	  534.0850	    0.0927	    0.1794
苏丹	   -4.3420	2110	  121.3182	    0.0820	    0.0407
牡丹	   -4.6170	3401	 2358.1915	    0.0435	    0.7920
契丹	   -4.8689	4609	  585.5430	    0.0244	    0.1967
丹佛	   -4.8868	4690	   56.5679	    0.0234	    0.0190
乔丹	   -4.9601	5019	  125.3216	    0.0198	    0.0421
丹妮	   -5.1494	5825	   94.8076	    0.0128	    0.0318

word	log10(p)	rank	dependance	use fraction	other use fraction
息	   -3.3649
信息	   -3.3969	139	 1007.7022	    0.7228	    0.3384
息系	   -4.1186	1269	  139.8035	    0.1372	    0.0469
息框	   -4.1782	1467	 1311.4529	    0.1196	    0.4404
消息	   -4.2551	1745	  329.2670	    0.1002	    0.1106
栖息	   -4.6524	3603	 1315.8310	    0.0401	    0.4419
休息	   -4.8686	4606	  237.8881	    0.0244	    0.0799
息技	   -4.8840	4677	   56.2074	    0.0235	    0.0189

word	log10(p)	rank	dependance	use fraction	other use fraction
甲	   -3.3651
甲级	   -4.2878	1884	   93.4862	    0.0930	    0.0314
甲基	   -4.3165	1987	   49.3861	    0.0870	    0.0166
球甲	   -4.3486	2146	   56.2824	    0.0808	    0.0189
装甲	   -4.4860	2760	  234.2369	    0.0589	    0.0786
二甲	   -4.4965	2818	   35.1544	    0.0575	    0.0118
三甲	   -4.5376	3003	   30.0478	    0.0523	    0.0101
六甲	   -4.8234	4377	   46.3594	    0.0271	    0.0156
甲酸	   -4.8765	4650	  114.0088	    0.0240	    0.0383
意甲	   -4.9183	4833	   40.5376	    0.0218	    0.0136
甲烷	   -4.9320	4889	  529.7262	    0.0211	    0.1778
甲午	   -4.9376	4910	  164.2880	    0.0208	    0.0552
苯甲	   -5.1034	5645	  352.6808	    0.0142	    0.1184
甲骨	   -5.1460	5802	  134.4850	    0.0129	    0.0451
甲斐	   -5.1637	5874	  310.0889	    0.0124	    0.1041
甲辰	   -5.1687	5892	  171.4118	    0.0122	    0.0575
甲苯	   -5.1971	5996	  284.2579	    0.0115	    0.0954

word	log10(p)	rank	dependance	use fraction	other use fraction
构	   -3.3660
机构	   -3.6306	319	  247.0019	    0.4231	    0.0827
结构	   -3.7915	525	  740.7127	    0.2921	    0.2481
构成	   -4.3266	2031	   36.7840	    0.0852	    0.0123
虚构	   -4.5888	3242	  740.7896	    0.0466	    0.2481
构造	   -4.7129	3869	   93.3235	    0.0350	    0.0313
架构	   -4.8403	4462	  202.2373	    0.0261	    0.0677
异构	   -5.1795	5938	   77.0919	    0.0120	    0.0258

word	log10(p)	rank	dependance	use fraction	other use fraction
佳	   -3.3661
最佳	   -3.4957	201	  563.1601	    0.5773	    0.1886
佳女	   -4.2464	1714	   93.4755	    0.1025	    0.0313
佳男	   -4.2642	1779	  191.0232	    0.0984	    0.0640
佳影	   -4.7397	3994	   36.9473	    0.0329	    0.0124
佳导	   -4.8418	4469	   67.1268	    0.0260	    0.0225
佳氏	   -5.1722	5903	   34.4116	    0.0122	    0.0115

word	log10(p)	rank	dependance	use fraction	other use fraction
气	   -3.3687
气候	   -4.2821	1855	  592.5582	    0.0950	    0.1973
气旋	   -4.3386	2088	  930.7011	    0.0834	    0.3098
气象	   -4.3429	2116	  391.1381	    0.0826	    0.1302
电气	   -4.4096	2411	   54.6049	    0.0708	    0.0182
空气	   -4.4964	2816	   64.7347	    0.0580	    0.0216
带气	   -4.5080	2875	  164.9735	    0.0565	    0.0549
喷气	   -4.5376	3001	 1396.7558	    0.0527	    0.4650
气压	   -4.5650	3134	  415.4862	    0.0495	    0.1383
气推	   -4.6398	3524	  215.3003	    0.0417	    0.0717
低气	   -4.6873	3750	  236.2918	    0.0374	    0.0787
气体	   -4.6904	3762	   35.5484	    0.0371	    0.0118
气温	   -4.8347	4440	  126.3228	    0.0266	    0.0421
然气	   -4.9199	4841	   45.4040	    0.0219	    0.0151
均气	   -5.1249	5725	   58.3903	    0.0136	    0.0194
氧气	   -5.2338	6143	  113.8421	    0.0106	    0.0379

word	log10(p)	rank	dependance	use fraction	other use fraction
母	   -3.3693
字母	   -4.1102	1243	  195.5089	    0.1413	    0.0650
父母	   -4.1726	1456	  446.8417	    0.1224	    0.1485
母亲	   -4.2302	1650	  528.8951	    0.1072	    0.1758
圣母	   -4.4688	2666	  126.6404	    0.0619	    0.0421
母校	   -4.4980	2826	   77.0231	    0.0579	    0.0256
祖母	   -4.5048	2858	  149.7800	    0.0570	    0.0498
嫡母	   -4.7613	4095	 1091.1176	    0.0316	    0.3627
母舰	   -4.9451	4953	  107.7880	    0.0207	    0.0358
声母	   -5.1808	5942	   59.1903	    0.0120	    0.0197

word	log10(p)	rank	dependance	use fraction	other use fraction
域	   -3.3697
区域	   -3.8948	707	   69.7168	    0.2323	    0.0232
领域	   -4.1447	1358	  317.8039	    0.1306	    0.1055
流域	   -4.1617	1425	  204.5190	    0.1256	    0.0679
全域	   -4.2101	1579	   89.6459	    0.1124	    0.0298
海域	   -4.2534	1738	   48.1802	    0.1017	    0.0160
域贡	   -4.6080	3350	  154.2724	    0.0450	    0.0512
域帐	   -4.9633	5027	  999.9905	    0.0198	    0.3321
疆域	   -5.2531	6230	   77.5684	    0.0102	    0.0258

word	log10(p)	rank	dependance	use fraction	other use fraction
它	   -3.3704
其它	   -3.9795	920	  123.0216	    0.1914	    0.0408
它们	   -4.1124	1248	  327.1090	    0.1409	    0.1085
把它	   -5.0900	5586	  101.8241	    0.0148	    0.0338

word	log10(p)	rank	dependance	use fraction	other use fraction
越	   -3.3711
越南	   -3.7284	423	  134.4035	    0.3418	    0.0445
超越	   -4.6066	3341	  121.0765	    0.0452	    0.0401
穿越	   -4.6459	3556	  607.9160	    0.0413	    0.2013
跨越	   -4.8552	4541	  100.2904	    0.0255	    0.0332
越秀	   -4.9658	5037	   81.2284	    0.0198	    0.0269
越野	   -4.9973	5150	   47.8198	    0.0184	    0.0158
卓越	   -5.0170	5242	  219.5577	    0.0176	    0.0727
吴越	   -5.1306	5745	   63.2647	    0.0135	    0.0209

word	log10(p)	rank	dependance	use fraction	other use fraction
津	   -3.3727
天津	   -3.5137	215	  316.5107	    0.5623	    0.1044
津市	   -4.0290	1036	   51.3834	    0.1717	    0.0169
牛津	   -4.6100	3359	  229.9657	    0.0451	    0.0759
津泰	   -5.0058	5182	   40.7284	    0.0181	    0.0134
津贴	   -5.1577	5854	  497.2522	    0.0128	    0.1640

word	log10(p)	rank	dependance	use fraction	other use fraction
兴	   -3.3728
复兴	   -4.3768	2268	  226.8307	    0.0771	    0.0748
绍兴	   -4.5292	2970	  406.2970	    0.0543	    0.1340
兴趣	   -4.5739	3176	 1399.8215	    0.0490	    0.4617
兴隆	   -4.6642	3649	  137.9652	    0.0398	    0.0455
嘉兴	   -4.7664	4123	  111.2604	    0.0314	    0.0367
永兴	   -4.9850	5105	   52.0990	    0.0190	    0.0172
振兴	   -5.0487	5379	  160.6843	    0.0164	    0.0530
感兴	   -5.0650	5467	   73.7591	    0.0158	    0.0243
宜兴	   -5.0952	5609	  127.1716	    0.0147	    0.0419
兴奋	   -5.2524	6228	  574.0413	    0.0103	    0.1893

word	log10(p)	rank	dependance	use fraction	other use fraction
唱	   -3.3751
唱片	   -3.8338	592	  387.4271	    0.2706	    0.1271
演唱	   -3.9539	863	  337.0545	    0.2052	    0.1106
主唱	   -4.0762	1160	   63.5848	    0.1549	    0.0209
合唱	   -4.2725	1816	   83.5155	    0.0985	    0.0274
歌唱	   -4.6173	3403	  103.1534	    0.0446	    0.0338
原唱	   -4.6340	3500	   36.3463	    0.0429	    0.0119
